regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,128,1,0.0078,4.0,2048,4096,128,512,131,986.397,1051.261,989.152,0.0425
mixed,128,1,0.0078,4.0,2048,4096,1024,4096,1048,1115.199,1438.812,1116.158,0.003
mixed,128,1,0.0078,4.0,2048,8192,128,512,131,1587.516,1651.967,1589.821,0.0358
mixed,128,1,0.0078,4.0,2048,8192,1024,4096,1048,1714.971,2041.725,1718.588,0.0111
pure,128,2,0.0156,4.0,0,0,128,512,134,56.095,108.096,60.288,0.0806
pure,128,2,0.0156,4.0,0,0,1024,4096,1072,173.983,504.446,180.576,0.02
mixed,128,2,0.0156,4.0,16,0,128,512,134,77.121,129.664,78.975,0.0353
mixed,128,2,0.0156,4.0,16,0,1024,4096,1072,198.753,525.952,205.727,0.0213
mixed,128,2,0.0156,4.0,16,512,128,512,134,95.135,147.745,97.759,0.0499
mixed,128,2,0.0156,4.0,16,512,1024,4096,1072,214.238,543.583,222.177,0.0241
mixed,128,2,0.0156,4.0,16,4096,128,512,134,226.559,278.721,229.6,0.0583
mixed,128,2,0.0156,4.0,16,4096,1024,4096,1072,344.768,673.438,354.338,0.0291
mixed,128,2,0.0156,4.0,16,8192,128,512,134,394.624,437.695,394.016,-0.0141
mixed,128,2,0.0156,4.0,16,8192,1024,4096,1072,499.55,825.663,503.038,0.0107
mixed,128,2,0.0156,4.0,128,0,128,512,134,80.639,131.263,82.402,0.0348
mixed,128,2,0.0156,4.0,128,0,1024,4096,1072,202.176,531.519,210.08,0.024
mixed,128,2,0.0156,4.0,128,512,128,512,134,98.528,150.75,101.504,0.057
mixed,128,2,0.0156,4.0,128,512,1024,4096,1072,219.679,547.23,228.384,0.0266
mixed,128,2,0.0156,4.0,128,4096,128,512,134,229.662,280.16,231.394,0.0343
mixed,128,2,0.0156,4.0,128,4096,1024,4096,1072,347.711,679.869,355.389,0.0231
mixed,128,2,0.0156,4.0,128,8192,128,512,134,392.735,443.935,388.127,-0.09
mixed,128,2,0.0156,4.0,128,8192,1024,4096,1072,507.488,825.694,512.991,0.0173
mixed,128,2,0.0156,4.0,1024,0,128,512,134,174.079,232.384,176.126,0.0351
mixed,128,2,0.0156,4.0,1024,0,1024,4096,1072,303.616,633.376,307.423,0.0115
mixed,128,2,0.0156,4.0,1024,512,128,512,134,213.631,272.865,216.321,0.0454
mixed,128,2,0.0156,4.0,1024,512,1024,4096,1072,344.127,673.951,349.5,0.0163
mixed,128,2,0.0156,4.0,1024,4096,128,512,134,511.232,576.958,514.016,0.0424
mixed,128,2,0.0156,4.0,1024,4096,1024,4096,1072,641.056,959.679,637.535,-0.0111
mixed,128,2,0.0156,4.0,1024,8192,128,512,134,827.359,888.638,828.766,0.023
mixed,128,2,0.0156,4.0,1024,8192,1024,4096,1072,954.334,1275.071,957.053,0.0085
mixed,128,2,0.0156,4.0,2048,0,128,512,134,342.112,402.271,346.143,0.067
mixed,128,2,0.0156,4.0,2048,0,1024,4096,1072,476.863,809.278,483.487,0.0199
mixed,128,2,0.0156,4.0,2048,512,128,512,134,433.952,495.871,431.102,-0.046
mixed,128,2,0.0156,4.0,2048,512,1024,4096,1072,568.126,893.023,575.295,0.0221
mixed,128,2,0.0156,4.0,2048,4096,128,512,134,986.367,1048.413,986.78,0.0067
mixed,128,2,0.0156,4.0,2048,4096,1024,4096,1072,1119.551,1441.311,1119.901,0.0011
mixed,128,2,0.0156,4.0,2048,8192,128,512,134,1590.203,1655.357,1594.593,0.0674
mixed,128,2,0.0156,4.0,2048,8192,1024,4096,1072,1724.029,2041.149,1721.854,-0.0069
pure,128,3,0.0234,4.0,0,0,128,512,137,56.544,108.639,60.159,0.0694
pure,128,3,0.0234,4.0,0,0,1024,4096,1096,177.439,506.561,185.345,0.024
mixed,128,3,0.0234,4.0,16,0,128,512,137,77.15,128.959,81.152,0.0772
mixed,128,3,0.0234,4.0,16,0,1024,4096,1096,200.416,525.185,208.512,0.0249
mixed,128,3,0.0234,4.0,16,512,128,512,137,96.254,147.999,98.335,0.0402
mixed,128,3,0.0234,4.0,16,512,1024,4096,1096,217.697,543.742,226.431,0.0268
mixed,128,3,0.0234,4.0,16,4096,128,512,137,226.91,277.95,228.385,0.0289
mixed,128,3,0.0234,4.0,16,4096,1024,4096,1096,349.952,673.312,354.752,0.0148
mixed,128,3,0.0234,4.0,16,8192,128,512,137,394.942,446.655,389.28,-0.1095
mixed,128,3,0.0234,4.0,16,8192,1024,4096,1096,502.495,830.558,502.944,0.0014
mixed,128,3,0.0234,4.0,128,0,128,512,137,80.063,132.606,83.169,0.0591
mixed,128,3,0.0234,4.0,128,0,1024,4096,1096,203.392,531.136,212.416,0.0275
mixed,128,3,0.0234,4.0,128,512,128,512,137,98.079,151.841,101.601,0.0655
mixed,128,3,0.0234,4.0,128,512,1024,4096,1096,221.471,547.487,228.607,0.0219
mixed,128,3,0.0234,4.0,128,4096,128,512,137,229.631,282.176,233.119,0.0664
mixed,128,3,0.0234,4.0,128,4096,1024,4096,1096,350.368,677.439,357.566,0.022
mixed,128,3,0.0234,4.0,128,8192,128,512,137,392.543,446.753,393.854,0.0242
mixed,128,3,0.0234,4.0,128,8192,1024,4096,1096,509.056,832.0,514.879,0.018
mixed,128,3,0.0234,4.0,1024,0,128,512,137,173.92,230.846,177.154,0.0568
mixed,128,3,0.0234,4.0,1024,0,1024,4096,1096,305.985,632.321,313.086,0.0218
mixed,128,3,0.0234,4.0,1024,512,128,512,137,214.206,271.583,217.792,0.0625
mixed,128,3,0.0234,4.0,1024,512,1024,4096,1096,346.142,671.068,352.191,0.0186
mixed,128,3,0.0234,4.0,1024,4096,128,512,137,513.824,577.312,516.67,0.0448
mixed,128,3,0.0234,4.0,1024,4096,1024,4096,1096,639.71,963.745,647.425,0.0238
mixed,128,3,0.0234,4.0,1024,8192,128,512,137,830.941,891.679,833.409,0.0406
mixed,128,3,0.0234,4.0,1024,8192,1024,4096,1096,958.302,1277.118,958.11,-0.0006
mixed,128,3,0.0234,4.0,2048,0,128,512,137,343.134,401.504,345.054,0.0329
mixed,128,3,0.0234,4.0,2048,0,1024,4096,1096,479.486,810.112,485.345,0.0177
mixed,128,3,0.0234,4.0,2048,512,128,512,137,427.839,491.04,435.935,0.1281
mixed,128,3,0.0234,4.0,2048,512,1024,4096,1096,569.758,903.808,573.92,0.0125
mixed,128,3,0.0234,4.0,2048,4096,128,512,137,988.285,1049.822,988.315,0.0005
mixed,128,3,0.0234,4.0,2048,4096,1024,4096,1096,1123.006,1444.925,1123.519,0.0016
mixed,128,3,0.0234,4.0,2048,8192,128,512,137,1595.229,1654.718,1599.262,0.0678
mixed,128,3,0.0234,4.0,2048,8192,1024,4096,1096,1727.421,2048.989,1727.903,0.0015
pure,128,4,0.0312,4.0,0,0,128,512,140,55.584,108.257,60.352,0.0905
pure,128,4,0.0312,4.0,0,0,1024,4096,1120,179.36,504.895,188.608,0.0284
mixed,128,4,0.0312,4.0,16,0,128,512,140,77.056,130.271,79.904,0.0535
mixed,128,4,0.0312,4.0,16,0,1024,4096,1120,201.439,526.301,209.344,0.0243
mixed,128,4,0.0312,4.0,16,512,128,512,140,95.2,148.896,97.312,0.0393
mixed,128,4,0.0312,4.0,16,512,1024,4096,1120,221.054,545.023,226.273,0.0161
mixed,128,4,0.0312,4.0,16,4096,128,512,140,227.743,280.159,229.439,0.0324
mixed,128,4,0.0312,4.0,16,4096,1024,4096,1120,349.119,673.021,356.352,0.0223
mixed,128,4,0.0312,4.0,16,8192,128,512,140,384.577,446.623,389.567,0.0804
mixed,128,4,0.0312,4.0,16,8192,1024,4096,1120,503.264,825.342,504.702,0.0045
mixed,128,4,0.0312,4.0,128,0,128,512,140,80.127,131.584,82.273,0.0417
mixed,128,4,0.0312,4.0,128,0,1024,4096,1120,206.561,530.687,212.544,0.0185
mixed,128,4,0.0312,4.0,128,512,128,512,140,97.888,152.192,101.215,0.0613
mixed,128,4,0.0312,4.0,128,512,1024,4096,1120,222.718,548.768,229.024,0.0193
mixed,128,4,0.0312,4.0,128,4096,128,512,140,229.984,282.145,232.894,0.0558
mixed,128,4,0.0312,4.0,128,4096,1024,4096,1120,352.801,675.167,359.903,0.022
mixed,128,4,0.0312,4.0,128,8192,128,512,140,400.638,439.551,393.121,-0.1932
mixed,128,4,0.0312,4.0,128,8192,1024,4096,1120,513.181,831.71,518.208,0.0158
mixed,128,4,0.0312,4.0,1024,0,128,512,140,174.146,232.896,175.294,0.0195
mixed,128,4,0.0312,4.0,1024,0,1024,4096,1120,306.493,632.543,310.691,0.0129
mixed,128,4,0.0312,4.0,1024,512,128,512,140,213.47,272.671,216.256,0.0471
mixed,128,4,0.0312,4.0,1024,512,1024,4096,1120,345.184,676.478,354.177,0.0271
mixed,128,4,0.0312,4.0,1024,4096,128,512,140,514.877,571.135,515.166,0.0051
mixed,128,4,0.0312,4.0,1024,4096,1024,4096,1120,646.686,965.28,649.854,0.0099
mixed,128,4,0.0312,4.0,1024,8192,128,512,140,834.75,897.152,836.796,0.0328
mixed,128,4,0.0312,4.0,1024,8192,1024,4096,1120,962.175,1277.504,963.102,0.0029
mixed,128,4,0.0312,4.0,2048,0,128,512,140,342.75,402.207,345.566,0.0474
mixed,128,4,0.0312,4.0,2048,0,1024,4096,1120,480.767,807.133,488.734,0.0244
mixed,128,4,0.0312,4.0,2048,512,128,512,140,427.679,496.927,443.456,0.2278
mixed,128,4,0.0312,4.0,2048,512,1024,4096,1120,565.918,893.438,573.088,0.0219
mixed,128,4,0.0312,4.0,2048,4096,128,512,140,990.59,1053.148,989.309,-0.0205
mixed,128,4,0.0312,4.0,2048,4096,1024,4096,1120,1124.125,1443.549,1126.076,0.0061
mixed,128,4,0.0312,4.0,2048,8192,128,512,140,1598.812,1655.935,1599.105,0.0051
mixed,128,4,0.0312,4.0,2048,8192,1024,4096,1120,1733.405,2051.229,1732.509,-0.0028
pure,128,8,0.0625,4.0,0,0,128,512,152,56.416,109.631,60.48,0.0764
pure,128,8,0.0625,4.0,0,0,1024,4096,1216,188.447,506.783,193.792,0.0168
mixed,128,8,0.0625,4.0,16,0,128,512,152,76.481,129.153,82.015,0.1051
mixed,128,8,0.0625,4.0,16,0,1024,4096,1216,211.135,525.662,218.849,0.0245
mixed,128,8,0.0625,4.0,16,512,128,512,152,95.328,146.848,99.36,0.0783
mixed,128,8,0.0625,4.0,16,512,1024,4096,1216,228.064,545.056,237.824,0.0308
mixed,128,8,0.0625,4.0,16,4096,128,512,152,226.751,280.256,232.35,0.1046
mixed,128,8,0.0625,4.0,16,4096,1024,4096,1216,359.486,673.502,365.279,0.0184
mixed,128,8,0.0625,4.0,16,8192,128,512,152,376.575,440.319,391.583,0.2354
mixed,128,8,0.0625,4.0,16,8192,1024,4096,1216,513.823,826.655,516.382,0.0082
mixed,128,8,0.0625,4.0,128,0,128,512,152,80.609,133.409,83.747,0.0594
mixed,128,8,0.0625,4.0,128,0,1024,4096,1216,213.854,530.143,223.135,0.0293
mixed,128,8,0.0625,4.0,128,512,128,512,152,97.951,150.497,102.017,0.0774
mixed,128,8,0.0625,4.0,128,512,1024,4096,1216,231.936,546.974,239.167,0.023
mixed,128,8,0.0625,4.0,128,4096,128,512,152,229.76,280.767,232.927,0.0621
mixed,128,8,0.0625,4.0,128,4096,1024,4096,1216,361.823,676.511,367.712,0.0187
mixed,128,8,0.0625,4.0,128,8192,128,512,152,394.143,448.607,392.608,-0.0282
mixed,128,8,0.0625,4.0,128,8192,1024,4096,1216,518.432,829.534,522.176,0.012
mixed,128,8,0.0625,4.0,1024,0,128,512,152,174.144,230.559,177.855,0.0658
mixed,128,8,0.0625,4.0,1024,0,1024,4096,1216,314.304,631.261,321.889,0.0239
mixed,128,8,0.0625,4.0,1024,512,128,512,152,213.887,272.191,218.367,0.0768
mixed,128,8,0.0625,4.0,1024,512,1024,4096,1216,354.496,673.472,363.359,0.0278
mixed,128,8,0.0625,4.0,1024,4096,128,512,152,516.513,578.175,518.782,0.0368
mixed,128,8,0.0625,4.0,1024,4096,1024,4096,1216,658.559,962.944,655.357,-0.0105
mixed,128,8,0.0625,4.0,1024,8192,128,512,152,835.007,893.981,834.975,-0.0005
mixed,128,8,0.0625,4.0,1024,8192,1024,4096,1216,971.038,1279.678,970.015,-0.0033
mixed,128,8,0.0625,4.0,2048,0,128,512,152,343.488,401.791,346.881,0.0582
mixed,128,8,0.0625,4.0,2048,0,1024,4096,1216,488.415,808.799,495.999,0.0237
mixed,128,8,0.0625,4.0,2048,512,128,512,152,435.039,488.704,431.71,-0.062
mixed,128,8,0.0625,4.0,2048,512,1024,4096,1216,582.399,894.177,583.104,0.0023
mixed,128,8,0.0625,4.0,2048,4096,128,512,152,993.502,1057.15,991.294,-0.0347
mixed,128,8,0.0625,4.0,2048,4096,1024,4096,1216,1132.797,1443.454,1133.471,0.0022
mixed,128,8,0.0625,4.0,2048,8192,128,512,152,1603.677,1666.973,1604.511,0.0132
mixed,128,8,0.0625,4.0,2048,8192,1024,4096,1216,1747.648,2055.165,1744.669,-0.0097
pure,128,16,0.125,4.0,0,0,128,512,176,57.76,108.607,64.705,0.1366
pure,128,16,0.125,4.0,0,0,1024,4096,1408,210.271,503.679,212.097,0.0062
mixed,128,16,0.125,4.0,16,0,128,512,176,77.983,130.497,84.193,0.1183
mixed,128,16,0.125,4.0,16,0,1024,4096,1408,232.094,526.24,234.111,0.0069
mixed,128,16,0.125,4.0,16,512,128,512,176,96.64,148.321,102.624,0.1158
mixed,128,16,0.125,4.0,16,512,1024,4096,1408,252.577,544.831,253.632,0.0036
mixed,128,16,0.125,4.0,16,4096,128,512,176,228.321,279.103,234.305,0.1178
mixed,128,16,0.125,4.0,16,4096,1024,4096,1408,380.51,672.607,382.815,0.0079
mixed,128,16,0.125,4.0,16,8192,128,512,176,391.388,432.831,393.407,0.0487
mixed,128,16,0.125,4.0,16,8192,1024,4096,1408,533.951,816.639,533.95,-0.0
mixed,128,16,0.125,4.0,128,0,128,512,176,79.774,130.975,88.543,0.1713
mixed,128,16,0.125,4.0,128,0,1024,4096,1408,236.704,530.336,237.696,0.0034
mixed,128,16,0.125,4.0,128,512,128,512,176,98.143,150.592,105.407,0.1385
mixed,128,16,0.125,4.0,128,512,1024,4096,1408,253.473,548.029,256.479,0.0102
mixed,128,16,0.125,4.0,128,4096,128,512,176,231.327,280.541,237.536,0.1262
mixed,128,16,0.125,4.0,128,4096,1024,4096,1408,385.343,676.064,386.367,0.0035
mixed,128,16,0.125,4.0,128,8192,128,512,176,402.433,446.654,392.799,-0.2179
mixed,128,16,0.125,4.0,128,8192,1024,4096,1408,534.655,830.494,541.567,0.0234
mixed,128,16,0.125,4.0,1024,0,128,512,176,175.488,232.705,181.375,0.1029
mixed,128,16,0.125,4.0,1024,0,1024,4096,1408,340.864,631.456,341.44,0.002
mixed,128,16,0.125,4.0,1024,512,128,512,176,215.198,271.904,221.567,0.1123
mixed,128,16,0.125,4.0,1024,512,1024,4096,1408,379.424,676.288,379.678,0.0009
mixed,128,16,0.125,4.0,1024,4096,128,512,176,518.208,570.369,518.495,0.0055
mixed,128,16,0.125,4.0,1024,4096,1024,4096,1408,682.944,965.855,675.841,-0.0251
mixed,128,16,0.125,4.0,1024,8192,128,512,176,836.289,893.793,836.639,0.0061
mixed,128,16,0.125,4.0,1024,8192,1024,4096,1408,991.456,1282.495,990.493,-0.0033
mixed,128,16,0.125,4.0,2048,0,128,512,176,345.088,401.185,350.112,0.0896
mixed,128,16,0.125,4.0,2048,0,1024,4096,1408,512.704,806.652,515.679,0.0101
mixed,128,16,0.125,4.0,2048,512,128,512,176,436.895,505.536,438.367,0.0214
mixed,128,16,0.125,4.0,2048,512,1024,4096,1408,606.431,895.741,609.822,0.0117
mixed,128,16,0.125,4.0,2048,4096,128,512,176,995.806,1055.421,995.423,-0.0064
mixed,128,16,0.125,4.0,2048,4096,1024,4096,1408,1156.96,1445.084,1156.19,-0.0027
mixed,128,16,0.125,4.0,2048,8192,128,512,176,1603.324,1662.62,1603.776,0.0076
mixed,128,16,0.125,4.0,2048,8192,1024,4096,1408,1763.642,2051.068,1757.405,-0.0217
pure,128,32,0.25,4.0,0,0,128,512,224,62.304,108.928,71.712,0.2018
pure,128,32,0.25,4.0,0,0,1024,4096,1792,255.582,504.255,253.759,-0.0073
mixed,128,32,0.25,4.0,16,0,128,512,224,82.56,129.472,92.446,0.2107
mixed,128,32,0.25,4.0,16,0,1024,4096,1792,276.928,524.128,274.525,-0.0097
mixed,128,32,0.25,4.0,16,512,128,512,224,101.215,148.0,111.551,0.2209
mixed,128,32,0.25,4.0,16,512,1024,4096,1792,295.007,543.232,294.401,-0.0024
mixed,128,32,0.25,4.0,16,4096,128,512,224,233.567,279.169,243.615,0.2203
mixed,128,32,0.25,4.0,16,4096,1024,4096,1792,425.375,673.727,422.336,-0.0122
mixed,128,32,0.25,4.0,16,8192,128,512,224,395.839,446.173,405.792,0.1977
mixed,128,32,0.25,4.0,16,8192,1024,4096,1792,577.916,829.502,581.824,0.0155
mixed,128,32,0.25,4.0,128,0,128,512,224,86.368,132.322,97.76,0.2479
mixed,128,32,0.25,4.0,128,0,1024,4096,1792,282.975,531.327,279.521,-0.0139
mixed,128,32,0.25,4.0,128,512,128,512,224,103.134,151.456,114.625,0.2378
mixed,128,32,0.25,4.0,128,512,1024,4096,1792,299.55,548.48,297.186,-0.0095
mixed,128,32,0.25,4.0,128,4096,128,512,224,236.897,281.888,247.967,0.246
mixed,128,32,0.25,4.0,128,4096,1024,4096,1792,429.151,678.655,429.342,0.0008
mixed,128,32,0.25,4.0,128,8192,128,512,224,398.593,438.239,407.006,0.2122
mixed,128,32,0.25,4.0,128,8192,1024,4096,1792,583.456,836.062,582.943,-0.002
mixed,128,32,0.25,4.0,1024,0,128,512,224,178.878,231.136,191.456,0.2407
mixed,128,32,0.25,4.0,1024,0,1024,4096,1792,384.126,634.176,379.873,-0.017
mixed,128,32,0.25,4.0,1024,512,128,512,224,220.223,272.8,230.016,0.1863
mixed,128,32,0.25,4.0,1024,512,1024,4096,1792,424.929,672.094,418.751,-0.025
mixed,128,32,0.25,4.0,1024,4096,128,512,224,524.031,578.431,525.088,0.0194
mixed,128,32,0.25,4.0,1024,4096,1024,4096,1792,725.597,959.998,713.663,-0.0509
mixed,128,32,0.25,4.0,1024,8192,128,512,224,840.894,894.593,843.838,0.0548
mixed,128,32,0.25,4.0,1024,8192,1024,4096,1792,1037.917,1280.542,1028.667,-0.0381
mixed,128,32,0.25,4.0,2048,0,128,512,224,350.335,401.056,359.809,0.1868
mixed,128,32,0.25,4.0,2048,0,1024,4096,1792,560.96,807.583,557.758,-0.013
mixed,128,32,0.25,4.0,2048,512,128,512,224,450.304,496.318,447.073,-0.0702
mixed,128,32,0.25,4.0,2048,512,1024,4096,1792,660.188,898.399,648.958,-0.0471
mixed,128,32,0.25,4.0,2048,4096,128,512,224,997.5,1054.205,999.455,0.0345
mixed,128,32,0.25,4.0,2048,4096,1024,4096,1792,1205.886,1442.3,1194.204,-0.0494
mixed,128,32,0.25,4.0,2048,8192,128,512,224,1605.373,1660.221,1610.877,0.1004
mixed,128,32,0.25,4.0,2048,8192,1024,4096,1792,1805.114,2048.859,1807.004,0.0078
pure,128,64,0.5,4.0,0,0,128,512,320,79.552,109.279,82.144,0.0872
pure,128,64,0.5,4.0,0,0,1024,4096,2560,341.057,507.934,342.272,0.0073
mixed,128,64,0.5,4.0,16,0,128,512,320,101.344,129.918,103.774,0.085
mixed,128,64,0.5,4.0,16,0,1024,4096,2560,363.296,526.464,364.255,0.0059
mixed,128,64,0.5,4.0,16,512,128,512,320,119.392,147.873,123.104,0.1303
mixed,128,64,0.5,4.0,16,512,1024,4096,2560,379.007,543.198,377.343,-0.0101
mixed,128,64,0.5,4.0,16,4096,128,512,320,250.559,278.751,256.031,0.1941
mixed,128,64,0.5,4.0,16,4096,1024,4096,2560,510.301,672.48,512.865,0.0158
mixed,128,64,0.5,4.0,16,8192,128,512,320,415.009,445.343,415.007,-0.0001
mixed,128,64,0.5,4.0,16,8192,1024,4096,2560,665.824,830.047,664.065,-0.0107
mixed,128,64,0.5,4.0,128,0,128,512,320,104.159,132.063,107.359,0.1147
mixed,128,64,0.5,4.0,128,0,1024,4096,2560,364.478,530.366,364.512,0.0002
mixed,128,64,0.5,4.0,128,512,128,512,320,122.688,151.359,125.857,0.1105
mixed,128,64,0.5,4.0,128,512,1024,4096,2560,381.696,546.27,382.175,0.0029
mixed,128,64,0.5,4.0,128,4096,128,512,320,254.559,281.28,256.799,0.0838
mixed,128,64,0.5,4.0,128,4096,1024,4096,2560,511.648,676.893,517.086,0.0329
mixed,128,64,0.5,4.0,128,8192,128,512,320,420.226,447.037,420.061,-0.0062
mixed,128,64,0.5,4.0,128,8192,1024,4096,2560,666.621,834.62,663.07,-0.0211
mixed,128,64,0.5,4.0,1024,0,128,512,320,200.319,231.839,204.385,0.129
mixed,128,64,0.5,4.0,1024,0,1024,4096,2560,466.176,631.072,465.951,-0.0014
mixed,128,64,0.5,4.0,1024,512,128,512,320,241.437,272.83,242.686,0.0398
mixed,128,64,0.5,4.0,1024,512,1024,4096,2560,506.942,672.832,508.19,0.0075
mixed,128,64,0.5,4.0,1024,4096,128,512,320,544.032,579.071,544.415,0.0109
mixed,128,64,0.5,4.0,1024,4096,1024,4096,2560,800.351,960.221,790.942,-0.0589
mixed,128,64,0.5,4.0,1024,8192,128,512,320,865.693,895.775,858.88,-0.2265
mixed,128,64,0.5,4.0,1024,8192,1024,4096,2560,1112.605,1277.885,1108.736,-0.0234
mixed,128,64,0.5,4.0,2048,0,128,512,320,370.848,400.127,372.704,0.0634
mixed,128,64,0.5,4.0,2048,0,1024,4096,2560,643.744,806.621,641.183,-0.0157
mixed,128,64,0.5,4.0,2048,512,128,512,320,466.526,505.44,468.831,0.0592
mixed,128,64,0.5,4.0,2048,512,1024,4096,2560,732.318,893.63,726.112,-0.0385
mixed,128,64,0.5,4.0,2048,4096,128,512,320,1019.262,1053.922,1016.575,-0.0775
mixed,128,64,0.5,4.0,2048,4096,1024,4096,2560,1281.854,1442.206,1277.564,-0.0268
mixed,128,64,0.5,4.0,2048,8192,128,512,320,1629.308,1665.468,1626.749,-0.0708
mixed,128,64,0.5,4.0,2048,8192,1024,4096,2560,1887.709,2052.028,1882.621,-0.031
pure,128,96,0.75,4.0,0,0,128,512,416,92.704,107.106,96.801,0.2845
pure,128,96,0.75,4.0,0,0,1024,4096,3328,421.823,504.286,422.689,0.0105
mixed,128,96,0.75,4.0,16,0,128,512,416,112.191,129.216,117.665,0.3215
mixed,128,96,0.75,4.0,16,0,1024,4096,3328,445.022,525.312,443.965,-0.0132
mixed,128,96,0.75,4.0,16,512,128,512,416,129.857,147.901,134.594,0.2625
mixed,128,96,0.75,4.0,16,512,1024,4096,3328,463.263,544.161,462.176,-0.0134
mixed,128,96,0.75,4.0,16,4096,128,512,416,263.615,279.168,267.358,0.2407
mixed,128,96,0.75,4.0,16,4096,1024,4096,3328,592.351,673.535,591.393,-0.0118
mixed,128,96,0.75,4.0,16,8192,128,512,416,422.338,444.832,428.511,0.2744
mixed,128,96,0.75,4.0,16,8192,1024,4096,3328,739.933,824.224,750.045,0.12
mixed,128,96,0.75,4.0,128,0,128,512,416,116.353,131.613,119.551,0.2096
mixed,128,96,0.75,4.0,128,0,1024,4096,3328,449.568,529.534,448.223,-0.0168
mixed,128,96,0.75,4.0,128,512,128,512,416,133.6,150.623,138.463,0.2857
mixed,128,96,0.75,4.0,128,512,1024,4096,3328,467.293,546.495,465.535,-0.0222
mixed,128,96,0.75,4.0,128,4096,128,512,416,263.168,280.896,270.146,0.3936
mixed,128,96,0.75,4.0,128,4096,1024,4096,3328,595.453,677.215,595.358,-0.0012
mixed,128,96,0.75,4.0,128,8192,128,512,416,427.006,453.055,434.337,0.2814
mixed,128,96,0.75,4.0,128,8192,1024,4096,3328,752.159,828.478,750.272,-0.0247
mixed,128,96,0.75,4.0,1024,0,128,512,416,211.585,231.392,220.449,0.4475
mixed,128,96,0.75,4.0,1024,0,1024,4096,3328,548.639,631.871,549.534,0.0108
mixed,128,96,0.75,4.0,1024,512,128,512,416,250.176,272.192,260.255,0.4578
mixed,128,96,0.75,4.0,1024,512,1024,4096,3328,591.775,673.216,590.845,-0.0114
mixed,128,96,0.75,4.0,1024,4096,128,512,416,557.15,580.704,559.519,0.1006
mixed,128,96,0.75,4.0,1024,4096,1024,4096,3328,880.029,963.935,878.527,-0.0179
mixed,128,96,0.75,4.0,1024,8192,128,512,416,874.303,893.95,875.998,0.0863
mixed,128,96,0.75,4.0,1024,8192,1024,4096,3328,1198.236,1277.852,1196.893,-0.0169
mixed,128,96,0.75,4.0,2048,0,128,512,416,380.287,401.726,388.159,0.3672
mixed,128,96,0.75,4.0,2048,0,1024,4096,3328,727.84,808.128,724.224,-0.045
mixed,128,96,0.75,4.0,2048,512,128,512,416,474.145,508.415,477.344,0.0933
mixed,128,96,0.75,4.0,2048,512,1024,4096,3328,807.2,897.214,804.766,-0.027
mixed,128,96,0.75,4.0,2048,4096,128,512,416,1032.157,1053.887,1031.52,-0.0293
mixed,128,96,0.75,4.0,2048,4096,1024,4096,3328,1361.087,1445.406,1363.804,0.0322
mixed,128,96,0.75,4.0,2048,8192,128,512,416,1640.059,1657.727,1643.453,0.1921
mixed,128,96,0.75,4.0,2048,8192,1024,4096,3328,1965.18,2054.78,1968.699,0.0393
pure,128,115,0.8984,4.0,0,0,128,512,473,99.136,108.159,101.184,0.227
pure,128,115,0.8984,4.0,0,0,1024,4096,3784,467.201,503.616,484.639,0.4789
mixed,128,115,0.8984,4.0,16,0,128,512,473,118.717,130.944,123.423,0.3849
mixed,128,115,0.8984,4.0,16,0,1024,4096,3784,489.504,527.072,509.694,0.5374
mixed,128,115,0.8984,4.0,16,512,128,512,473,137.696,147.136,141.216,0.3729
mixed,128,115,0.8984,4.0,16,512,1024,4096,3784,505.568,544.61,526.975,0.5483
mixed,128,115,0.8984,4.0,16,4096,128,512,473,269.024,279.904,271.04,0.1853
mixed,128,115,0.8984,4.0,16,4096,1024,4096,3784,635.873,673.342,653.471,0.4697
mixed,128,115,0.8984,4.0,16,8192,128,512,473,421.472,439.614,431.327,0.5432
mixed,128,115,0.8984,4.0,16,8192,1024,4096,3784,786.367,824.544,807.197,0.5456
mixed,128,115,0.8984,4.0,128,0,128,512,473,121.983,131.616,125.407,0.3554
mixed,128,115,0.8984,4.0,128,0,1024,4096,3784,492.737,529.823,514.399,0.5841
mixed,128,115,0.8984,4.0,128,512,128,512,473,140.639,150.367,143.008,0.2435
mixed,128,115,0.8984,4.0,128,512,1024,4096,3784,512.415,547.134,533.472,0.6065
mixed,128,115,0.8984,4.0,128,4096,128,512,473,271.103,281.952,276.256,0.475
mixed,128,115,0.8984,4.0,128,4096,1024,4096,3784,640.929,676.96,660.478,0.5426
mixed,128,115,0.8984,4.0,128,8192,128,512,473,426.593,455.966,432.223,0.1917
mixed,128,115,0.8984,4.0,128,8192,1024,4096,3784,794.302,828.381,812.927,0.5465
mixed,128,115,0.8984,4.0,1024,0,128,512,473,217.472,231.455,227.614,0.7253
mixed,128,115,0.8984,4.0,1024,0,1024,4096,3784,594.495,634.111,610.144,0.395
mixed,128,115,0.8984,4.0,1024,512,128,512,473,256.992,271.743,268.352,0.7701
mixed,128,115,0.8984,4.0,1024,512,1024,4096,3784,633.535,671.488,651.327,0.4688
mixed,128,115,0.8984,4.0,1024,4096,128,512,473,560.48,578.461,565.15,0.2597
mixed,128,115,0.8984,4.0,1024,4096,1024,4096,3784,925.022,965.917,944.382,0.4734
