prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
64,1024,16,1024,30.9967
64,1024,16,4096,39.2637
64,1024,16,16384,68.3303
64,1024,32,16,30.2293
64,1024,32,64,30.102
64,1024,32,256,30.229
64,1024,32,1024,34.7843
64,1024,32,4096,50.784
64,1024,32,16384,106.475
64,1024,64,16,29.0343
64,1024,64,64,29.1307
64,1024,64,256,31.8617
64,1024,64,1024,41.0123
64,1024,64,4096,71.051
64,1024,64,16384,180.479
64,1024,128,16,32.682
64,1024,128,64,32.064
64,1024,128,256,37.525
64,1024,128,1024,54.389
64,1024,128,4096,112.533
64,1024,128,16384,333.162
64,4096,0,0,57.7707
64,4096,1,16,64.3413
64,4096,1,64,64.7357
64,4096,1,256,64.234
64,4096,1,1024,64.33
64,4096,1,4096,65.7923
64,4096,1,16384,72.1707
64,4096,2,16,64.9913
64,4096,2,64,64.9173
64,4096,2,256,64.6293
64,4096,2,1024,64.864
64,4096,2,4096,66.645
64,4096,2,16384,75.0187
64,4096,4,16,64.8423
64,4096,4,64,64.896
64,4096,4,256,64.6507
64,4096,4,1024,64.8747
64,4096,4,4096,66.9973
64,4096,4,16384,78.325
64,4096,8,16,66.5063
64,4096,8,64,66.581
64,4096,8,256,66.3143
64,4096,8,1024,67.5203
64,4096,8,4096,71.7543
64,4096,8,16384,86.5277
64,4096,16,16,65.7277
64,4096,16,64,65.8243
64,4096,16,256,65.6853
64,4096,16,1024,67.7327
64,4096,16,4096,75.2743
64,4096,16,16384,104.042
64,4096,32,16,66.1333
64,4096,32,64,66.272
64,4096,32,256,66.155
64,4096,32,1024,71.4133
64,4096,32,4096,86.1973
64,4096,32,16384,142.592
64,4096,64,16,65.045
64,4096,64,64,65.2367
64,4096,64,256,68.2567
64,4096,64,1024,77.333
64,4096,64,4096,106.965
64,4096,64,16384,216.054
64,4096,128,16,68.9177
64,4096,128,64,68.4477
64,4096,128,256,73.6213
64,4096,128,1024,90.9973
64,4096,128,4096,147.871
64,4096,128,16384,370.1
64,16384,0,0,199.989
64,16384,1,16,216.853
64,16384,1,64,217.173
64,16384,1,256,216.821
64,16384,1,1024,214.869
64,16384,1,4096,215.946
64,16384,1,16384,220.864
64,16384,2,16,214.965
64,16384,2,64,215.317
64,16384,2,256,215.199
64,16384,2,1024,215.253
64,16384,2,4096,217.354
64,16384,2,16384,223.317
64,16384,4,16,215.104
64,16384,4,64,214.987
64,16384,4,256,214.848
64,16384,4,1024,215.359
64,16384,4,4096,217.503
64,16384,4,16384,224.651
64,16384,8,16,214.944
64,16384,8,64,215.157
64,16384,8,256,215.04
64,16384,8,1024,215.179
64,16384,8,4096,216.383
64,16384,8,16384,232.341
64,16384,16,16,214.826
64,16384,16,64,212.618
64,16384,16,256,214.688
64,16384,16,1024,217.451
64,16384,16,4096,223.338
64,16384,16,16384,250.463
64,16384,32,16,215.381
64,16384,32,64,215.637
64,16384,32,256,215.627
64,16384,32,1024,221.035
64,16384,32,4096,233.802
64,16384,32,16384,287.338
64,16384,64,16,214.698
64,16384,64,64,214.24
64,16384,64,256,218.068
64,16384,64,1024,225.471
64,16384,64,4096,253.919
64,16384,64,16384,362.869
64,16384,128,16,217.737
64,16384,128,64,217.621
64,16384,128,256,223.327
64,16384,128,1024,239.434
64,16384,128,4096,295.562
64,16384,128,16384,512.959
256,0,0,0,13.2797
256,0,1,16,19.1033
256,0,1,64,19.242
256,0,1,256,20.1287
256,0,1,1024,21.1093
256,0,1,4096,21.685
